upstream_file,upstream_symbol,function_mangled,function_demangled,call_count,mapping_status,gap_priority,waiver_types,rust_refs,workload_ids,notes
inc/Minuit2/MnPrint.h,Log,_ZN4ROOT7Minuit27MnPrint3LogIJA76_cEEEvNS1_9VerbosityEDpRKT_,"void ROOT::Minuit2::MnPrint::Log<char [76]>(ROOT::Minuit2::MnPrint::Verbosity, char const (&) [76])",1,waived,P2,architectural,,quadratic3_fixx_migrad;quadratic3_fixx_hesse;rosenbrock2_migrad;quadratic2_minos_p0;quadratic2_simplex;rosenbrock2_minimize;quadratic2_minos_p1;quadratic2_lower_limited_migrad;rosenbrock2_migrad_strategy2;quadratic2_scan_p0;quadratic2_contours_01;quadratic2_no_g2_migrad,architectural refactor; no 1:1 symbol match
inc/Minuit2/MnPrint.h,Log,_ZN4ROOT7Minuit27MnPrint3LogIJA87_cEEEvNS1_9VerbosityEDpRKT_,"void ROOT::Minuit2::MnPrint::Log<char [87]>(ROOT::Minuit2::MnPrint::Verbosity, char const (&) [87])",2,waived,P2,architectural,,quadratic3_fixx_migrad;quadratic3_fixx_hesse;rosenbrock2_migrad;quadratic2_minos_p0;quadratic2_simplex;rosenbrock2_minimize;quadratic2_minos_p1;quadratic2_lower_limited_migrad;rosenbrock2_migrad_strategy2;quadratic2_scan_p0;quadratic2_contours_01;quadratic2_no_g2_migrad,architectural refactor; no 1:1 symbol match
inc/Minuit2/MnPrint.h,Log,_ZN4ROOT7Minuit27MnPrint3LogIJA8_cdA10_cdEEEvNS1_9VerbosityEDpRKT_,"void ROOT::Minuit2::MnPrint::Log<char [8], double, char [10], double>(ROOT::Minuit2::MnPrint::Verbosity, char const (&) [8], double const&, char const (&) [10], double const&)",11,waived,P2,architectural,,quadratic3_fixx_migrad;quadratic3_fixx_hesse;rosenbrock2_migrad;quadratic2_minos_p0;quadratic2_simplex;rosenbrock2_minimize;quadratic2_minos_p1;quadratic2_lower_limited_migrad;rosenbrock2_migrad_strategy2;quadratic2_scan_p0;quadratic2_contours_01;quadratic2_no_g2_migrad,architectural refactor; no 1:1 symbol match
inc/Minuit2/MnPrint.h,Log,_ZN4ROOT7Minuit27MnPrint3LogIJA8_cdA5_cdEEEvNS1_9VerbosityEDpRKT_,"void ROOT::Minuit2::MnPrint::Log<char [8], double, char [5], double>(ROOT::Minuit2::MnPrint::Verbosity, char const (&) [8], double const&, char const (&) [5], double const&)",12,waived,P2,architectural,,quadratic3_fixx_migrad;quadratic3_fixx_hesse;rosenbrock2_migrad;quadratic2_minos_p0;quadratic2_simplex;rosenbrock2_minimize;quadratic2_minos_p1;quadratic2_lower_limited_migrad;rosenbrock2_migrad_strategy2;quadratic2_scan_p0;quadratic2_contours_01;quadratic2_no_g2_migrad,architectural refactor; no 1:1 symbol match
inc/Minuit2/MnPrint.h,Log,_ZN4ROOT7Minuit27MnPrint3LogIJA9_cdA17_cdEEEvNS1_9VerbosityEDpRKT_,"void ROOT::Minuit2::MnPrint::Log<char [9], double, char [17], double>(ROOT::Minuit2::MnPrint::Verbosity, char const (&) [9], double const&, char const (&) [17], double const&)",81,waived,P2,architectural,,quadratic3_fixx_migrad;quadratic3_fixx_hesse;rosenbrock2_migrad;quadratic2_minos_p0;quadratic2_simplex;rosenbrock2_minimize;quadratic2_minos_p1;quadratic2_lower_limited_migrad;rosenbrock2_migrad_strategy2;quadratic2_scan_p0;quadratic2_contours_01;quadratic2_no_g2_migrad,architectural refactor; no 1:1 symbol match
inc/Minuit2/MnPrint.h,Log,_ZN4ROOT7Minuit27MnPrint3LogIJA9_cdEEEvNS1_9VerbosityEDpRKT_,"void ROOT::Minuit2::MnPrint::Log<char [9], double>(ROOT::Minuit2::MnPrint::Verbosity, char const (&) [9], double const&)",84,waived,P2,architectural,,quadratic3_fixx_migrad;quadratic3_fixx_hesse;rosenbrock2_migrad;quadratic2_minos_p0;quadratic2_simplex;rosenbrock2_minimize;quadratic2_minos_p1;quadratic2_lower_limited_migrad;rosenbrock2_migrad_strategy2;quadratic2_scan_p0;quadratic2_contours_01;quadratic2_no_g2_migrad,architectural refactor; no 1:1 symbol match
inc/Minuit2/MnPrint.h,Log,_ZN4ROOT7Minuit27MnPrint3LogIJNS1_7OnelineEEEEvNS1_9VerbosityEDpRKT_,"void ROOT::Minuit2::MnPrint::Log<ROOT::Minuit2::MnPrint::Oneline>(ROOT::Minuit2::MnPrint::Verbosity, ROOT::Minuit2::MnPrint::Oneline const&)",126,waived,P2,architectural,,quadratic3_fixx_migrad;quadratic3_fixx_hesse;rosenbrock2_migrad;quadratic2_minos_p0;quadratic2_simplex;rosenbrock2_minimize;quadratic2_minos_p1;quadratic2_lower_limited_migrad;rosenbrock2_migrad_strategy2;quadratic2_scan_p0;quadratic2_contours_01;quadratic2_no_g2_migrad,architectural refactor; no 1:1 symbol match
inc/Minuit2/MnPrint.h,Log,_ZN4ROOT7Minuit27MnPrint3LogIJNSt3__112basic_stringIcNS3_11char_traitsIcEENS3_9allocatorIcEEEEEEEvNS1_9VerbosityEDpRKT_,"void ROOT::Minuit2::MnPrint::Log<std::__1::basic_string<char, std::__1::char_traits<char>, std::__1::allocator<char>>>(ROOT::Minuit2::MnPrint::Verbosity, std::__1::basic_string<char, std::__1::char_traits<char>, std::__1::allocator<char>> const&)",69,waived,P2,architectural,,quadratic3_fixx_migrad;quadratic3_fixx_hesse;rosenbrock2_migrad;quadratic2_minos_p0;quadratic2_simplex;rosenbrock2_minimize;quadratic2_minos_p1;quadratic2_lower_limited_migrad;rosenbrock2_migrad_strategy2;quadratic2_scan_p0;quadratic2_contours_01;quadratic2_no_g2_migrad,architectural refactor; no 1:1 symbol match
inc/Minuit2/MnPrint.h,Log,_ZN4ROOT7Minuit27MnPrint3LogIJNSt3__14pairIddEEEEEvNS1_9VerbosityEDpRKT_,"void ROOT::Minuit2::MnPrint::Log<std::__1::pair<double, double>>(ROOT::Minuit2::MnPrint::Verbosity, std::__1::pair<double, double> const&)",8,waived,P2,architectural,,quadratic3_fixx_migrad;quadratic3_fixx_hesse;rosenbrock2_migrad;quadratic2_minos_p0;quadratic2_simplex;rosenbrock2_minimize;quadratic2_minos_p1;quadratic2_lower_limited_migrad;rosenbrock2_migrad_strategy2;quadratic2_scan_p0;quadratic2_contours_01;quadratic2_no_g2_migrad,architectural refactor; no 1:1 symbol match
inc/Minuit2/MnPrint.h,Log,_ZN4ROOT7Minuit27MnPrint3LogIJPKcA13_cEEEvNS1_9VerbosityEDpRKT_,"void ROOT::Minuit2::MnPrint::Log<char const*, char [13]>(ROOT::Minuit2::MnPrint::Verbosity, char const* const&, char const (&) [13])",27,waived,P2,architectural,,quadratic3_fixx_migrad;quadratic3_fixx_hesse;rosenbrock2_migrad;quadratic2_minos_p0;quadratic2_simplex;rosenbrock2_minimize;quadratic2_minos_p1;quadratic2_lower_limited_migrad;rosenbrock2_migrad_strategy2;quadratic2_scan_p0;quadratic2_contours_01;quadratic2_no_g2_migrad,architectural refactor; no 1:1 symbol match
inc/Minuit2/MnPrint.h,Log,_ZN4ROOT7Minuit27MnPrint3LogIJZNKS0_10MnContours7ContourEjjjE3$_1EEEvNS1_9VerbosityEDpRKT_,"void ROOT::Minuit2::MnPrint::Log<ROOT::Minuit2::MnContours::Contour(unsigned int, unsigned int, unsigned int) const::$_1>(ROOT::Minuit2::MnPrint::Verbosity, ROOT::Minuit2::MnContours::Contour(unsigned int, unsigned int, unsigned int) const::$_1 const&)",1,waived,P2,architectural,,quadratic3_fixx_migrad;quadratic3_fixx_hesse;rosenbrock2_migrad;quadratic2_minos_p0;quadratic2_simplex;rosenbrock2_minimize;quadratic2_minos_p1;quadratic2_lower_limited_migrad;rosenbrock2_migrad_strategy2;quadratic2_scan_p0;quadratic2_contours_01;quadratic2_no_g2_migrad,architectural refactor; no 1:1 symbol match
inc/Minuit2/MnPrint.h,Log,_ZN4ROOT7Minuit27MnPrint3LogIJZNKS0_14SimplexBuilder7MinimumERKNS0_5MnFcnERKNS0_18GradientCalculatorERKNS0_11MinimumSeedERKNS0_10MnStrategyEjdE3$_0EEEvNS1_9VerbosityEDpRKT_,"void ROOT::Minuit2::MnPrint::Log<ROOT::Minuit2::SimplexBuilder::Minimum(ROOT::Minuit2::MnFcn const&, ROOT::Minuit2::GradientCalculator const&, ROOT::Minuit2::MinimumSeed const&, ROOT::Minuit2::MnStrategy const&, unsigned int, double) const::$_0>(ROOT::Minuit2::MnPrint::Verbosity, ROOT::Minuit2::SimplexBuilder::Minimum(ROOT::Minuit2::MnFcn const&, ROOT::Minuit2::GradientCalculator const&, ROOT::Minuit2::MinimumSeed const&, ROOT::Minuit2::MnStrategy const&, unsigned int, double) const::$_0 const&)",1,waived,P2,architectural,,quadratic3_fixx_migrad;quadratic3_fixx_hesse;rosenbrock2_migrad;quadratic2_minos_p0;quadratic2_simplex;rosenbrock2_minimize;quadratic2_minos_p1;quadratic2_lower_limited_migrad;rosenbrock2_migrad_strategy2;quadratic2_scan_p0;quadratic2_contours_01;quadratic2_no_g2_migrad,architectural refactor; no 1:1 symbol match
inc/Minuit2/MnPrint.h,Log,_ZN4ROOT7Minuit27MnPrint3LogIJZNKS0_15MnFunctionCrossclENSt6__ROOT4spanIKjEENS5_IKdEES9_djE3$_0EEEvNS1_9VerbosityEDpRKT_,"void ROOT::Minuit2::MnPrint::Log<ROOT::Minuit2::MnFunctionCross::operator()(std::__ROOT::span<unsigned int const>, std::__ROOT::span<double const>, std::__ROOT::span<double const>, double, unsigned int) const::$_0>(ROOT::Minuit2::MnPrint::Verbosity, ROOT::Minuit2::MnFunctionCross::operator()(std::__ROOT::span<unsigned int const>, std::__ROOT::span<double const>, std::__ROOT::span<double const>, double, unsigned int) const::$_0 const&)",16,waived,P2,architectural,,quadratic3_fixx_migrad;quadratic3_fixx_hesse;rosenbrock2_migrad;quadratic2_minos_p0;quadratic2_simplex;rosenbrock2_minimize;quadratic2_minos_p1;quadratic2_lower_limited_migrad;rosenbrock2_migrad_strategy2;quadratic2_scan_p0;quadratic2_contours_01;quadratic2_no_g2_migrad,architectural refactor; no 1:1 symbol match
inc/Minuit2/MnPrint.h,Log,_ZN4ROOT7Minuit27MnPrint3LogIJZNKS0_15MnFunctionCrossclENSt6__ROOT4spanIKjEENS5_IKdEES9_djE3$_1EEEvNS1_9VerbosityEDpRKT_,"void ROOT::Minuit2::MnPrint::Log<ROOT::Minuit2::MnFunctionCross::operator()(std::__ROOT::span<unsigned int const>, std::__ROOT::span<double const>, std::__ROOT::span<double const>, double, unsigned int) const::$_1>(ROOT::Minuit2::MnPrint::Verbosity, ROOT::Minuit2::MnFunctionCross::operator()(std::__ROOT::span<unsigned int const>, std::__ROOT::span<double const>, std::__ROOT::span<double const>, double, unsigned int) const::$_1 const&)",16,waived,P2,architectural,,quadratic3_fixx_migrad;quadratic3_fixx_hesse;rosenbrock2_migrad;quadratic2_minos_p0;quadratic2_simplex;rosenbrock2_minimize;quadratic2_minos_p1;quadratic2_lower_limited_migrad;rosenbrock2_migrad_strategy2;quadratic2_scan_p0;quadratic2_contours_01;quadratic2_no_g2_migrad,architectural refactor; no 1:1 symbol match
inc/Minuit2/MnPrint.h,Log,_ZN4ROOT7Minuit27MnPrint3LogIJZNKS0_15MnFunctionCrossclENSt6__ROOT4spanIKjEENS5_IKdEES9_djE3$_2EEEvNS1_9VerbosityEDpRKT_,"void ROOT::Minuit2::MnPrint::Log<ROOT::Minuit2::MnFunctionCross::operator()(std::__ROOT::span<unsigned int const>, std::__ROOT::span<double const>, std::__ROOT::span<double const>, double, unsigned int) const::$_2>(ROOT::Minuit2::MnPrint::Verbosity, ROOT::Minuit2::MnFunctionCross::operator()(std::__ROOT::span<unsigned int const>, std::__ROOT::span<double const>, std::__ROOT::span<double const>, double, unsigned int) const::$_2 const&)",12,waived,P2,architectural,,quadratic3_fixx_migrad;quadratic3_fixx_hesse;rosenbrock2_migrad;quadratic2_minos_p0;quadratic2_simplex;rosenbrock2_minimize;quadratic2_minos_p1;quadratic2_lower_limited_migrad;rosenbrock2_migrad_strategy2;quadratic2_scan_p0;quadratic2_contours_01;quadratic2_no_g2_migrad,architectural refactor; no 1:1 symbol match
inc/Minuit2/MnPrint.h,Log,_ZN4ROOT7Minuit27MnPrint3LogIJZNKS0_15MnFunctionCrossclENSt6__ROOT4spanIKjEENS5_IKdEES9_djE3$_4EEEvNS1_9VerbosityEDpRKT_,"void ROOT::Minuit2::MnPrint::Log<ROOT::Minuit2::MnFunctionCross::operator()(std::__ROOT::span<unsigned int const>, std::__ROOT::span<double const>, std::__ROOT::span<double const>, double, unsigned int) const::$_4>(ROOT::Minuit2::MnPrint::Verbosity, ROOT::Minuit2::MnFunctionCross::operator()(std::__ROOT::span<unsigned int const>, std::__ROOT::span<double const>, std::__ROOT::span<double const>, double, unsigned int) const::$_4 const&)",8,waived,P2,architectural,,quadratic3_fixx_migrad;quadratic3_fixx_hesse;rosenbrock2_migrad;quadratic2_minos_p0;quadratic2_simplex;rosenbrock2_minimize;quadratic2_minos_p1;quadratic2_lower_limited_migrad;rosenbrock2_migrad_strategy2;quadratic2_scan_p0;quadratic2_contours_01;quadratic2_no_g2_migrad,architectural refactor; no 1:1 symbol match
inc/Minuit2/MnPrint.h,Log,_ZN4ROOT7Minuit27MnPrint3LogIJZNKS0_15MnFunctionCrossclENSt6__ROOT4spanIKjEENS5_IKdEES9_djE3$_5EEEvNS1_9VerbosityEDpRKT_,"void ROOT::Minuit2::MnPrint::Log<ROOT::Minuit2::MnFunctionCross::operator()(std::__ROOT::span<unsigned int const>, std::__ROOT::span<double const>, std::__ROOT::span<double const>, double, unsigned int) const::$_5>(ROOT::Minuit2::MnPrint::Verbosity, ROOT::Minuit2::MnFunctionCross::operator()(std::__ROOT::span<unsigned int const>, std::__ROOT::span<double const>, std::__ROOT::span<double const>, double, unsigned int) const::$_5 const&)",8,waived,P2,architectural,,quadratic3_fixx_migrad;quadratic3_fixx_hesse;rosenbrock2_migrad;quadratic2_minos_p0;quadratic2_simplex;rosenbrock2_minimize;quadratic2_minos_p1;quadratic2_lower_limited_migrad;rosenbrock2_migrad_strategy2;quadratic2_scan_p0;quadratic2_contours_01;quadratic2_no_g2_migrad,architectural refactor; no 1:1 symbol match
inc/Minuit2/MnPrint.h,Log,_ZN4ROOT7Minuit27MnPrint3LogIJZNKS0_29Numerical2PGradientCalculatorclERKNS0_17MinimumParametersERKNS0_16FunctionGradientEE3$_0EEEvNS1_9VerbosityEDpRKT_,"void ROOT::Minuit2::MnPrint::Log<ROOT::Minuit2::Numerical2PGradientCalculator::operator()(ROOT::Minuit2::MinimumParameters const&, ROOT::Minuit2::FunctionGradient const&) const::$_0>(ROOT::Minuit2::MnPrint::Verbosity, ROOT::Minuit2::Numerical2PGradientCalculator::operator()(ROOT::Minuit2::MinimumParameters const&, ROOT::Minuit2::FunctionGradient const&) const::$_0 const&)",104,waived,P2,architectural,,quadratic3_fixx_migrad;quadratic3_fixx_hesse;rosenbrock2_migrad;quadratic2_minos_p0;quadratic2_simplex;rosenbrock2_minimize;quadratic2_minos_p1;quadratic2_lower_limited_migrad;rosenbrock2_migrad_strategy2;quadratic2_scan_p0;quadratic2_contours_01;quadratic2_no_g2_migrad,architectural refactor; no 1:1 symbol match
inc/Minuit2/MnPrint.h,Log,_ZN4ROOT7Minuit27MnPrint3LogIJZNKS0_29Numerical2PGradientCalculatorclERKNS0_17MinimumParametersERKNS0_16FunctionGradientEE3$_1EEEvNS1_9VerbosityEDpRKT_,"void ROOT::Minuit2::MnPrint::Log<ROOT::Minuit2::Numerical2PGradientCalculator::operator()(ROOT::Minuit2::MinimumParameters const&, ROOT::Minuit2::FunctionGradient const&) const::$_1>(ROOT::Minuit2::MnPrint::Verbosity, ROOT::Minuit2::Numerical2PGradientCalculator::operator()(ROOT::Minuit2::MinimumParameters const&, ROOT::Minuit2::FunctionGradient const&) const::$_1 const&)",232,waived,P2,architectural,,quadratic3_fixx_migrad;quadratic3_fixx_hesse;rosenbrock2_migrad;quadratic2_minos_p0;quadratic2_simplex;rosenbrock2_minimize;quadratic2_minos_p1;quadratic2_lower_limited_migrad;rosenbrock2_migrad_strategy2;quadratic2_scan_p0;quadratic2_contours_01;quadratic2_no_g2_migrad,architectural refactor; no 1:1 symbol match
inc/Minuit2/MnPrint.h,Log,_ZN4ROOT7Minuit27MnPrint3LogIJZNKS0_29Numerical2PGradientCalculatorclERKNS0_17MinimumParametersERKNS0_16FunctionGradientEE3$_2EEEvNS1_9VerbosityEDpRKT_,"void ROOT::Minuit2::MnPrint::Log<ROOT::Minuit2::Numerical2PGradientCalculator::operator()(ROOT::Minuit2::MinimumParameters const&, ROOT::Minuit2::FunctionGradient const&) const::$_2>(ROOT::Minuit2::MnPrint::Verbosity, ROOT::Minuit2::Numerical2PGradientCalculator::operator()(ROOT::Minuit2::MinimumParameters const&, ROOT::Minuit2::FunctionGradient const&) const::$_2 const&)",104,waived,P2,architectural,,quadratic3_fixx_migrad;quadratic3_fixx_hesse;rosenbrock2_migrad;quadratic2_minos_p0;quadratic2_simplex;rosenbrock2_minimize;quadratic2_minos_p1;quadratic2_lower_limited_migrad;rosenbrock2_migrad_strategy2;quadratic2_scan_p0;quadratic2_contours_01;quadratic2_no_g2_migrad,architectural refactor; no 1:1 symbol match
inc/Minuit2/MnPrint.h,Log,_ZN4ROOT7Minuit27MnPrint3LogIJZNS0_13MnApplicationclEjdE3$_0EEEvNS1_9VerbosityEDpRKT_,"void ROOT::Minuit2::MnPrint::Log<ROOT::Minuit2::MnApplication::operator()(unsigned int, double)::$_0>(ROOT::Minuit2::MnPrint::Verbosity, ROOT::Minuit2::MnApplication::operator()(unsigned int, double)::$_0 const&)",28,waived,P2,architectural,,quadratic3_fixx_migrad;quadratic3_fixx_hesse;rosenbrock2_migrad;quadratic2_minos_p0;quadratic2_simplex;rosenbrock2_minimize;quadratic2_minos_p1;quadratic2_lower_limited_migrad;rosenbrock2_migrad_strategy2;quadratic2_scan_p0;quadratic2_contours_01;quadratic2_no_g2_migrad,architectural refactor; no 1:1 symbol match
inc/Minuit2/MnPrint.h,Log,_ZN4ROOT7Minuit27MnPrint3LogIJjA29_cPKNS0_5MnFcnEEEEvNS1_9VerbosityEDpRKT_,"void ROOT::Minuit2::MnPrint::Log<unsigned int, char [29], ROOT::Minuit2::MnFcn const*>(ROOT::Minuit2::MnPrint::Verbosity, unsigned int const&, char const (&) [29], ROOT::Minuit2::MnFcn const* const&)",26,waived,P2,architectural,,quadratic3_fixx_migrad;quadratic3_fixx_hesse;rosenbrock2_migrad;quadratic2_minos_p0;quadratic2_simplex;rosenbrock2_minimize;quadratic2_minos_p1;quadratic2_lower_limited_migrad;rosenbrock2_migrad_strategy2;quadratic2_scan_p0;quadratic2_contours_01;quadratic2_no_g2_migrad,architectural refactor; no 1:1 symbol match
inc/Minuit2/MnPrint.h,Trace,_ZN4ROOT7Minuit27MnPrint5TraceIJA10_cicA13_cdddcS4_dddcS4_dcS4_ddcS4_dddEEEvDpRKT_,"void ROOT::Minuit2::MnPrint::Trace<char [10], int, char, char [13], double, double, double, char, char [13], double, double, double, char, char [13], double, char, char [13], double, double, char, char [13], double, double, double>(char const (&) [10], int const&, char const&, char const (&) [13], double const&, double const&, double const&, char const&, char const (&) [13], double const&, double const&, double const&, char const&, char const (&) [13], double const&, char const&, char const (&) [13], double const&, double const&, char const&, char const (&) [13], double const&, double const&, double const&)",102,waived,P2,architectural,,quadratic3_fixx_migrad;quadratic3_fixx_hesse;rosenbrock2_migrad;quadratic2_minos_p0;quadratic2_simplex;rosenbrock2_minimize;quadratic2_minos_p1;quadratic2_lower_limited_migrad;rosenbrock2_migrad_strategy2;quadratic2_scan_p0;quadratic2_contours_01;quadratic2_no_g2_migrad,architectural refactor; no 1:1 symbol match
inc/Minuit2/MnPrint.h,Trace,_ZN4ROOT7Minuit27MnPrint5TraceIJA20_ciA5_cdA6_cdEEEvDpRKT_,"void ROOT::Minuit2::MnPrint::Trace<char [20], int, char [5], double, char [6], double>(char const (&) [20], int const&, char const (&) [5], double const&, char const (&) [6], double const&)",105,waived,P2,architectural,,quadratic3_fixx_migrad;quadratic3_fixx_hesse;rosenbrock2_migrad;quadratic2_minos_p0;quadratic2_simplex;rosenbrock2_minimize;quadratic2_minos_p1;quadratic2_lower_limited_migrad;rosenbrock2_migrad_strategy2;quadratic2_scan_p0;quadratic2_contours_01;quadratic2_no_g2_migrad,architectural refactor; no 1:1 symbol match
inc/Minuit2/MnPrint.h,Trace,_ZN4ROOT7Minuit27MnPrint5TraceIJA24_cdEEEvDpRKT_,"void ROOT::Minuit2::MnPrint::Trace<char [24], double>(char const (&) [24], double const&)",6,waived,P2,architectural,,quadratic3_fixx_migrad;quadratic3_fixx_hesse;rosenbrock2_migrad;quadratic2_minos_p0;quadratic2_simplex;rosenbrock2_minimize;quadratic2_minos_p1;quadratic2_lower_limited_migrad;rosenbrock2_migrad_strategy2;quadratic2_scan_p0;quadratic2_contours_01;quadratic2_no_g2_migrad,architectural refactor; no 1:1 symbol match
inc/Minuit2/MnPrint.h,Trace,_ZN4ROOT7Minuit27MnPrint5TraceIJA28_ccA13_cdddcS4_dddEEEvDpRKT_,"void ROOT::Minuit2::MnPrint::Trace<char [28], char, char [13], double, double, double, char, char [13], double, double, double>(char const (&) [28], char const&, char const (&) [13], double const&, double const&, double const&, char const&, char const (&) [13], double const&, double const&, double const&)",60,waived,P2,architectural,,quadratic3_fixx_migrad;quadratic3_fixx_hesse;rosenbrock2_migrad;quadratic2_minos_p0;quadratic2_simplex;rosenbrock2_minimize;quadratic2_minos_p1;quadratic2_lower_limited_migrad;rosenbrock2_migrad_strategy2;quadratic2_scan_p0;quadratic2_contours_01;quadratic2_no_g2_migrad,architectural refactor; no 1:1 symbol match
inc/Minuit2/MnPrint.h,Trace,_ZN4ROOT7Minuit27MnPrint5TraceIJA33_cEEEvDpRKT_,void ROOT::Minuit2::MnPrint::Trace<char [33]>(char const (&) [33]),3,waived,P2,architectural,,quadratic3_fixx_migrad;quadratic3_fixx_hesse;rosenbrock2_migrad;quadratic2_minos_p0;quadratic2_simplex;rosenbrock2_minimize;quadratic2_minos_p1;quadratic2_lower_limited_migrad;rosenbrock2_migrad_strategy2;quadratic2_scan_p0;quadratic2_contours_01;quadratic2_no_g2_migrad,architectural refactor; no 1:1 symbol match
inc/Minuit2/MnPrint.h,Trace,_ZN4ROOT7Minuit27MnPrint5TraceIJA36_cdEEEvDpRKT_,"void ROOT::Minuit2::MnPrint::Trace<char [36], double>(char const (&) [36], double const&)",7,waived,P2,architectural,,quadratic3_fixx_migrad;quadratic3_fixx_hesse;rosenbrock2_migrad;quadratic2_minos_p0;quadratic2_simplex;rosenbrock2_minimize;quadratic2_minos_p1;quadratic2_lower_limited_migrad;rosenbrock2_migrad_strategy2;quadratic2_scan_p0;quadratic2_contours_01;quadratic2_no_g2_migrad,architectural refactor; no 1:1 symbol match
inc/Minuit2/MnPrint.h,Trace,_ZN4ROOT7Minuit27MnPrint5TraceIJA3_cdA14_cdddEEEvDpRKT_,"void ROOT::Minuit2::MnPrint::Trace<char [3], double, char [14], double, double, double>(char const (&) [3], double const&, char const (&) [14], double const&, double const&, double const&)",45,waived,P2,architectural,,quadratic3_fixx_migrad;quadratic3_fixx_hesse;rosenbrock2_migrad;quadratic2_minos_p0;quadratic2_simplex;rosenbrock2_minimize;quadratic2_minos_p1;quadratic2_lower_limited_migrad;rosenbrock2_migrad_strategy2;quadratic2_scan_p0;quadratic2_contours_01;quadratic2_no_g2_migrad,architectural refactor; no 1:1 symbol match
inc/Minuit2/MnPrint.h,Trace,_ZN4ROOT7Minuit27MnPrint5TraceIJA3_cdA6_cdS4_dEEEvDpRKT_,"void ROOT::Minuit2::MnPrint::Trace<char [3], double, char [6], double, char [6], double>(char const (&) [3], double const&, char const (&) [6], double const&, char const (&) [6], double const&)",42,waived,P2,architectural,,quadratic3_fixx_migrad;quadratic3_fixx_hesse;rosenbrock2_migrad;quadratic2_minos_p0;quadratic2_simplex;rosenbrock2_minimize;quadratic2_minos_p1;quadratic2_lower_limited_migrad;rosenbrock2_migrad_strategy2;quadratic2_scan_p0;quadratic2_contours_01;quadratic2_no_g2_migrad,architectural refactor; no 1:1 symbol match
inc/Minuit2/MnPrint.h,Trace,_ZN4ROOT7Minuit27MnPrint5TraceIJA40_cPKcA6_cdA2_cdS7_dS7_S6_dA4_cdA3_cdEEEvDpRKT_,"void ROOT::Minuit2::MnPrint::Trace<char [40], char const*, char [6], double, char [2], double, char [2], double, char [2], char [6], double, char [4], double, char [3], double>(char const (&) [40], char const* const&, char const (&) [6], double const&, char const (&) [2], double const&, char const (&) [2], double const&, char const (&) [2], char const (&) [6], double const&, char const (&) [4], double const&, char const (&) [3], double const&)",42,waived,P2,architectural,,quadratic3_fixx_migrad;quadratic3_fixx_hesse;rosenbrock2_migrad;quadratic2_minos_p0;quadratic2_simplex;rosenbrock2_minimize;quadratic2_minos_p1;quadratic2_lower_limited_migrad;rosenbrock2_migrad_strategy2;quadratic2_scan_p0;quadratic2_contours_01;quadratic2_no_g2_migrad,architectural refactor; no 1:1 symbol match
inc/Minuit2/MnPrint.h,Trace,_ZN4ROOT7Minuit27MnPrint5TraceIJA6_cdA3_cdA9_cdA5_cdEEEvDpRKT_,"void ROOT::Minuit2::MnPrint::Trace<char [6], double, char [3], double, char [9], double, char [5], double>(char const (&) [6], double const&, char const (&) [3], double const&, char const (&) [9], double const&, char const (&) [5], double const&)",81,waived,P2,architectural,,quadratic3_fixx_migrad;quadratic3_fixx_hesse;rosenbrock2_migrad;quadratic2_minos_p0;quadratic2_simplex;rosenbrock2_minimize;quadratic2_minos_p1;quadratic2_lower_limited_migrad;rosenbrock2_migrad_strategy2;quadratic2_scan_p0;quadratic2_contours_01;quadratic2_no_g2_migrad,architectural refactor; no 1:1 symbol match
inc/Minuit2/MnPrint.h,Trace,_ZN4ROOT7Minuit27MnPrint5TraceIJA6_cdEEEvDpRKT_,"void ROOT::Minuit2::MnPrint::Trace<char [6], double>(char const (&) [6], double const&)",81,waived,P2,architectural,,quadratic3_fixx_migrad;quadratic3_fixx_hesse;rosenbrock2_migrad;quadratic2_minos_p0;quadratic2_simplex;rosenbrock2_minimize;quadratic2_minos_p1;quadratic2_lower_limited_migrad;rosenbrock2_migrad_strategy2;quadratic2_scan_p0;quadratic2_contours_01;quadratic2_no_g2_migrad,architectural refactor; no 1:1 symbol match
inc/Minuit2/MnPrint.h,Trace,_ZN4ROOT7Minuit27MnPrint5TraceIJA9_cdEEEvDpRKT_,"void ROOT::Minuit2::MnPrint::Trace<char [9], double>(char const (&) [9], double const&)",84,waived,P2,architectural,,quadratic3_fixx_migrad;quadratic3_fixx_hesse;rosenbrock2_migrad;quadratic2_minos_p0;quadratic2_simplex;rosenbrock2_minimize;quadratic2_minos_p1;quadratic2_lower_limited_migrad;rosenbrock2_migrad_strategy2;quadratic2_scan_p0;quadratic2_contours_01;quadratic2_no_g2_migrad,architectural refactor; no 1:1 symbol match
